"Points:0","Points:1","Points:2"
1.9118,-0.53268,0
1.9118,-0.5367,0
1.9348,-0.5134,0
1.9348,-0.51743,0
1.9348,-0.52505,0
1.9348,-0.53268,0
1.9348,-0.5367,0
1.9579,-0.5134,0
1.9579,-0.51743,0
1.9579,-0.52505,0
1.9579,-0.53268,0
1.9579,-0.5367,0
1.97,-0.5134,0
1.97,-0.51743,0
1.97,-0.52505,0
1.97,-0.53268,0
1.97,-0.5367,0
1.97,-0.5134,0
1.97,-0.51743,0
1.97,-0.52505,0
1.97,-0.53268,0
1.97,-0.5367,0
1.9822,-0.5134,0
1.9822,-0.51743,0
1.9822,-0.52505,0
1.9822,-0.53268,0
1.9822,-0.5367,0
2.0052,-0.5134,0
2.0052,-0.51743,0
2.0052,-0.52505,0
2.0052,-0.53268,0
2.0052,-0.5367,0
2.0282,-0.5134,0
2.0282,-0.51743,0
2.0282,-0.52505,0
2.0282,-0.53268,0
2.0282,-0.5367,0
2.0404,-0.5134,0
2.0404,-0.51743,0
2.0404,-0.52505,0
2.0404,-0.53268,0
2.0404,-0.5367,0
2.0404,-0.5134,0
2.0404,-0.51743,0
2.0404,-0.52505,0
2.0404,-0.53268,0
2.0404,-0.5367,0
2.0525,-0.5134,0
2.0525,-0.51743,0
2.0525,-0.52505,0
2.0525,-0.53268,0
2.0525,-0.5367,0
2.0756,-0.5134,0
2.0756,-0.51743,0
2.0756,-0.52505,0
2.0756,-0.53268,0
2.0756,-0.5367,0
2.0986,-0.5134,0
2.0986,-0.51743,0
2.0986,-0.52505,0
2.0986,-0.53268,0
2.0986,-0.5367,0
2.1107,-0.5134,0
2.1107,-0.51743,0
2.1107,-0.52505,0
2.1107,-0.53268,0
2.1107,-0.5367,0
2.1107,-0.5134,0
2.1107,-0.51743,0
2.1107,-0.52505,0
2.1107,-0.53268,0
2.1107,-0.5367,0
2.1229,-0.5134,0
2.1229,-0.51743,0
2.1229,-0.52505,0
2.1229,-0.53268,0
2.1229,-0.5367,0
2.1459,-0.5134,0
2.1459,-0.51743,0
2.1459,-0.52505,0
2.1459,-0.53268,0
2.1459,-0.5367,0
2.1689,-0.5134,0
2.1689,-0.51743,0
2.1689,-0.52505,0
2.1689,-0.53268,0
2.1689,-0.5367,0
2.1811,-0.5134,0
2.1811,-0.51743,0
2.1811,-0.52505,0
2.1811,-0.53268,0
2.1811,-0.5367,0
2.1811,-0.5134,0
2.1811,-0.51743,0
2.1811,-0.52505,0
2.1811,-0.53268,0
2.1811,-0.5367,0
2.1932,-0.5134,0
2.1932,-0.51743,0
2.1932,-0.52505,0
2.1932,-0.53268,0
2.1932,-0.5367,0
2.2163,-0.5134,0
2.2163,-0.51743,0
2.2163,-0.52505,0
2.2163,-0.53268,0
2.2163,-0.5367,0
2.2393,-0.5134,0
2.2393,-0.51743,0
2.2393,-0.52505,0
2.2393,-0.53268,0
2.2393,-0.5367,0
2.2515,-0.5134,0
2.2515,-0.51743,0
2.2515,-0.52505,0
2.2515,-0.53268,0
2.2515,-0.5367,0
2.2515,-0.5134,0
2.2515,-0.51743,0
2.2515,-0.52505,0
2.2515,-0.53268,0
2.2515,-0.5367,0
2.2636,-0.5134,0
2.2636,-0.51743,0
2.2636,-0.52505,0
2.2636,-0.53268,0
2.2636,-0.5367,0
2.2866,-0.5134,0
2.2866,-0.51743,0
2.2866,-0.52505,0
2.2866,-0.53268,0
2.2866,-0.5367,0
2.3097,-0.5134,0
2.3097,-0.51743,0
2.3097,-0.52505,0
2.3097,-0.53268,0
2.3097,-0.5367,0
2.3218,-0.5134,0
2.3218,-0.51743,0
2.3218,-0.52505,0
2.3218,-0.53268,0
2.3218,-0.5367,0
2.3218,-0.5134,0
2.3218,-0.51743,0
2.3218,-0.52505,0
2.3218,-0.53268,0
2.3218,-0.5367,0
2.334,-0.5134,0
2.334,-0.51743,0
2.334,-0.52505,0
2.334,-0.53268,0
2.334,-0.5367,0
2.357,-0.5134,0
2.357,-0.51743,0
2.357,-0.52505,0
2.357,-0.53268,0
2.357,-0.5367,0
2.38,-0.5134,0
2.38,-0.51743,0
2.38,-0.52505,0
2.38,-0.53268,0
2.38,-0.5367,0
2.3922,-0.5134,0
2.3922,-0.51743,0
2.3922,-0.52505,0
2.3922,-0.53268,0
2.3922,-0.5367,0
2.3922,-0.5134,0
2.3922,-0.51743,0
2.3922,-0.52505,0
2.3922,-0.53268,0
2.3922,-0.5367,0
2.4043,-0.5134,0
2.4043,-0.51743,0
2.4043,-0.52505,0
2.4043,-0.53268,0
2.4043,-0.5367,0
2.4274,-0.5134,0
2.4274,-0.51743,0
2.4274,-0.52505,0
2.4274,-0.53268,0
2.4274,-0.5367,0
2.4504,-0.5134,0
2.4504,-0.51743,0
2.4504,-0.52505,0
2.4504,-0.53268,0
2.4504,-0.5367,0
2.4625,-0.5134,0
2.4625,-0.51743,0
2.4625,-0.52505,0
2.4625,-0.53268,0
2.4625,-0.5367,0
2.4625,-0.5134,0
2.4625,-0.51743,0
2.4625,-0.52505,0
2.4625,-0.53268,0
2.4625,-0.5367,0
2.4747,-0.5134,0
2.4747,-0.51743,0
2.4747,-0.52505,0
2.4747,-0.53268,0
2.4747,-0.5367,0
2.4977,-0.5134,0
2.4977,-0.51743,0
2.4977,-0.52505,0
2.4977,-0.53268,0
2.4977,-0.5367,0
2.5207,-0.5134,0
2.5207,-0.51743,0
2.5207,-0.52505,0
2.5207,-0.53268,0
2.5207,-0.5367,0
2.5329,-0.5134,0
2.5329,-0.51743,0
2.5329,-0.52505,0
2.5329,-0.53268,0
2.5329,-0.5367,0
2.5329,-0.5134,0
2.5329,-0.51743,0
2.5329,-0.52505,0
2.5329,-0.53268,0
2.5329,-0.5367,0
2.545,-0.5134,0
2.545,-0.51743,0
2.545,-0.52505,0
2.545,-0.53268,0
2.545,-0.5367,0
2.5681,-0.5134,0
2.5681,-0.51743,0
2.5681,-0.52505,0
2.5681,-0.53268,0
2.5681,-0.5367,0
2.5911,-0.5134,0
2.5911,-0.51743,0
2.5911,-0.52505,0
2.5911,-0.53268,0
2.5911,-0.5367,0
2.6032,-0.5134,0
2.6032,-0.51743,0
2.6032,-0.52505,0
2.6032,-0.53268,0
2.6032,-0.5367,0
2.6032,-0.5134,0
2.6032,-0.51743,0
2.6032,-0.52505,0
2.6032,-0.53268,0
2.6032,-0.5367,0
2.6154,-0.5134,0
2.6154,-0.51743,0
2.6154,-0.52505,0
2.6154,-0.53268,0
2.6154,-0.5367,0
2.6384,-0.5134,0
2.6384,-0.51743,0
2.6384,-0.52505,0
2.6384,-0.53268,0
2.6384,-0.5367,0
2.6615,-0.5134,0
2.6615,-0.51743,0
2.6615,-0.52505,0
2.6615,-0.53268,0
2.6615,-0.5367,0
2.6736,-0.5134,0
2.6736,-0.51743,0
2.6736,-0.52505,0
2.6736,-0.53268,0
2.6736,-0.5367,0
2.6736,-0.5134,0
2.6736,-0.51743,0
2.6736,-0.52505,0
2.6736,-0.53268,0
2.6736,-0.5367,0
2.6858,-0.5134,0
2.6858,-0.51743,0
2.6858,-0.52505,0
2.6858,-0.53268,0
2.6858,-0.5367,0
2.7088,-0.5134,0
2.7088,-0.51743,0
2.7088,-0.52505,0
2.7088,-0.53268,0
2.7088,-0.5367,0
2.7318,-0.5134,0
2.7318,-0.51743,0
2.7318,-0.52505,0
2.7318,-0.53268,0
2.7318,-0.5367,0
2.744,-0.5134,0
2.744,-0.51743,0
2.744,-0.52505,0
2.744,-0.53268,0
2.744,-0.5367,0
2.744,-0.5134,0
2.744,-0.51743,0
2.744,-0.52505,0
2.744,-0.53268,0
2.744,-0.5367,0
2.7561,-0.5134,0
2.7561,-0.51743,0
2.7561,-0.52505,0
2.7561,-0.53268,0
2.7561,-0.5367,0
2.7791,-0.5134,0
2.7791,-0.51743,0
2.7791,-0.52505,0
2.7791,-0.53268,0
2.7791,-0.5367,0
2.8022,-0.5134,0
2.8022,-0.51743,0
2.8022,-0.52505,0
2.8022,-0.53268,0
2.8022,-0.5367,0
2.8143,-0.5134,0
2.8143,-0.51743,0
2.8143,-0.52505,0
2.8143,-0.53268,0
2.8143,-0.5367,0
2.8143,-0.5134,0
2.8143,-0.51743,0
2.8143,-0.52505,0
2.8143,-0.53268,0
2.8143,-0.5367,0
2.8265,-0.5134,0
2.8265,-0.51743,0
2.8265,-0.52505,0
2.8265,-0.53268,0
2.8265,-0.5367,0
2.8495,-0.5134,0
2.8495,-0.51743,0
2.8495,-0.52505,0
2.8495,-0.53268,0
2.8495,-0.5367,0
2.8725,-0.5134,0
2.8725,-0.51743,0
2.8725,-0.52505,0
2.8725,-0.53268,0
2.8725,-0.5367,0
2.8847,-0.5134,0
2.8847,-0.51743,0
2.8847,-0.52505,0
2.8847,-0.53268,0
2.8847,-0.5367,0
2.8847,-0.5134,0
2.8847,-0.51743,0
2.8847,-0.52505,0
2.8847,-0.53268,0
2.8847,-0.5367,0
2.8968,-0.5134,0
2.8968,-0.51743,0
2.8968,-0.52505,0
2.8968,-0.53268,0
2.8968,-0.5367,0
2.9199,-0.5134,0
2.9199,-0.51743,0
2.9199,-0.52505,0
2.9199,-0.53268,0
2.9199,-0.5367,0
2.9429,-0.5134,0
2.9429,-0.51743,0
2.9429,-0.52505,0
2.9429,-0.53268,0
2.9429,-0.5367,0
2.955,-0.5134,0
2.955,-0.51743,0
2.955,-0.52505,0
2.955,-0.53268,0
2.955,-0.5367,0
2.955,-0.5134,0
2.955,-0.51743,0
2.955,-0.52505,0
2.955,-0.53268,0
2.955,-0.5367,0
2.9672,-0.5134,0
2.9672,-0.51743,0
2.9672,-0.52505,0
2.9672,-0.53268,0
2.9672,-0.5367,0
2.9902,-0.5134,0
2.9902,-0.51743,0
2.9902,-0.52505,0
2.9902,-0.53268,0
2.9902,-0.5367,0
3.0132,-0.5134,0
3.0132,-0.51743,0
3.0132,-0.52505,0
3.0132,-0.53268,0
3.0132,-0.5367,0
3.0254,-0.5134,0
3.0254,-0.51743,0
3.0254,-0.52505,0
3.0254,-0.53268,0
3.0254,-0.5367,0
3.0254,-0.5134,0
3.0254,-0.51743,0
3.0254,-0.52505,0
3.0254,-0.53268,0
3.0254,-0.5367,0
3.0375,-0.5134,0
3.0375,-0.51743,0
3.0375,-0.52505,0
3.0375,-0.53268,0
3.0375,-0.5367,0
3.0606,-0.5134,0
3.0606,-0.51743,0
3.0606,-0.52505,0
3.0606,-0.53268,0
3.0606,-0.5367,0
3.0836,-0.5134,0
3.0836,-0.51743,0
3.0836,-0.52505,0
3.0836,-0.53268,0
3.0836,-0.5367,0
3.0958,-0.5134,0
3.0958,-0.51743,0
3.0958,-0.52505,0
3.0958,-0.53268,0
3.0958,-0.5367,0
3.0958,-0.5134,0
3.0958,-0.51743,0
3.0958,-0.52505,0
3.0958,-0.53268,0
3.0958,-0.5367,0
3.1079,-0.5134,0
3.1079,-0.51743,0
3.1079,-0.52505,0
3.1079,-0.53268,0
3.1079,-0.5367,0
3.1309,-0.5134,0
3.1309,-0.51743,0
3.1309,-0.52505,0
3.1309,-0.53268,0
3.1309,-0.5367,0
3.154,-0.5134,0
3.154,-0.51743,0
3.154,-0.52505,0
3.154,-0.53268,0
3.154,-0.5367,0
3.1661,-0.5134,0
3.1661,-0.51743,0
3.1661,-0.52505,0
3.1661,-0.53268,0
3.1661,-0.5367,0
3.1661,-0.5134,0
3.1661,-0.51743,0
3.1661,-0.52505,0
3.1661,-0.53268,0
3.1661,-0.5367,0
3.1783,-0.5134,0
3.1783,-0.51743,0
3.1783,-0.52505,0
3.1783,-0.53268,0
3.1783,-0.5367,0
3.2013,-0.5134,0
3.2013,-0.51743,0
3.2013,-0.52505,0
3.2013,-0.53268,0
3.2013,-0.5367,0
3.2243,-0.5134,0
3.2243,-0.51743,0
3.2243,-0.52505,0
3.2243,-0.53268,0
3.2243,-0.5367,0
3.2365,-0.5134,0
3.2365,-0.51743,0
3.2365,-0.52505,0
3.2365,-0.53268,0
3.2365,-0.5367,0
3.2365,-0.5134,0
3.2365,-0.51743,0
3.2365,-0.52505,0
3.2365,-0.53268,0
3.2365,-0.5367,0
3.2486,-0.5134,0
3.2486,-0.51743,0
3.2486,-0.52505,0
3.2486,-0.53268,0
3.2486,-0.5367,0
3.2716,-0.5134,0
3.2716,-0.51743,0
3.2716,-0.52505,0
3.2716,-0.53268,0
3.2716,-0.5367,0
3.2947,-0.5134,0
3.2947,-0.51743,0
3.2947,-0.52505,0
3.2947,-0.53268,0
3.2947,-0.5367,0
3.3068,-0.5134,0
3.3068,-0.51743,0
3.3068,-0.52505,0
3.3068,-0.53268,0
3.3068,-0.5367,0
3.3068,-0.5134,0
3.3068,-0.51743,0
3.3068,-0.52505,0
3.3068,-0.53268,0
3.3068,-0.5367,0
3.319,-0.5134,0
3.319,-0.51743,0
3.319,-0.52505,0
3.319,-0.53268,0
3.319,-0.5367,0
3.342,-0.5134,0
3.342,-0.51743,0
3.342,-0.52505,0
3.342,-0.53268,0
3.342,-0.5367,0
3.365,-0.5134,0
3.365,-0.51743,0
3.365,-0.52505,0
3.365,-0.53268,0
3.365,-0.5367,0
3.3772,-0.5134,0
3.3772,-0.51743,0
3.3772,-0.52505,0
3.3772,-0.53268,0
3.3772,-0.5367,0
3.3772,-0.5134,0
3.3772,-0.51743,0
3.3772,-0.52505,0
3.3772,-0.53268,0
3.3772,-0.5367,0
3.3893,-0.5134,0
3.3893,-0.51743,0
3.3893,-0.52505,0
3.3893,-0.53268,0
3.3893,-0.5367,0
3.4124,-0.5134,0
3.4124,-0.51743,0
3.4124,-0.52505,0
3.4124,-0.53268,0
3.4124,-0.5367,0
3.4354,-0.5134,0
3.4354,-0.51743,0
3.4354,-0.52505,0
3.4354,-0.53268,0
3.4354,-0.5367,0
3.4475,-0.5134,0
3.4475,-0.51743,0
3.4475,-0.52505,0
3.4475,-0.53268,0
3.4475,-0.5367,0
3.4475,-0.5134,0
3.4475,-0.51743,0
3.4475,-0.52505,0
3.4475,-0.53268,0
3.4475,-0.5367,0
3.4597,-0.5134,0
3.4597,-0.51743,0
3.4597,-0.52505,0
3.4597,-0.53268,0
3.4597,-0.5367,0
3.4827,-0.5134,0
3.4827,-0.51743,0
3.4827,-0.52505,0
3.4827,-0.53268,0
3.4827,-0.5367,0
3.5058,-0.5134,0
3.5058,-0.51743,0
3.5058,-0.52505,0
3.5058,-0.53268,0
3.5058,-0.5367,0
3.5179,-0.5134,0
3.5179,-0.51743,0
3.5179,-0.52505,0
3.5179,-0.53268,0
3.5179,-0.5367,0
0,-0.5367,0
0,-0.54077,0
0,-0.54849,0
0,-0.55621,0
0,-0.56028,0
0.012149,-0.5367,0
0.012149,-0.54077,0
0.012149,-0.54849,0
0.012149,-0.55621,0
0.012149,-0.56028,0
0.035179,-0.5367,0
0.035179,-0.54077,0
0.035179,-0.54849,0
0.035179,-0.55621,0
0.035179,-0.56028,0
0.058209,-0.5367,0
0.058209,-0.54077,0
0.058209,-0.54849,0
0.058209,-0.55621,0
0.058209,-0.56028,0
0.070358,-0.5367,0
0.070358,-0.54077,0
0.070358,-0.54849,0
0.070358,-0.55621,0
0.070358,-0.56028,0
0.070358,-0.5367,0
0.070358,-0.54077,0
0.070358,-0.54849,0
0.070358,-0.55621,0
0.070358,-0.56028,0
0.082507,-0.5367,0
0.082507,-0.54077,0
0.082507,-0.54849,0
0.082507,-0.55621,0
0.082507,-0.56028,0
0.10554,-0.5367,0
0.10554,-0.54077,0
0.10554,-0.54849,0
0.10554,-0.55621,0
0.10554,-0.56028,0
0.12857,-0.5367,0
0.12857,-0.54077,0
0.12857,-0.54849,0
0.12857,-0.55621,0
0.12857,-0.56028,0
0.14072,-0.5367,0
0.14072,-0.54077,0
0.14072,-0.54849,0
0.14072,-0.55621,0
0.14072,-0.56028,0
0.14072,-0.5367,0
0.14072,-0.54077,0
0.14072,-0.54849,0
0.14072,-0.55621,0
0.14072,-0.56028,0
0.15286,-0.5367,0
0.15286,-0.54077,0
0.15286,-0.54849,0
0.15286,-0.55621,0
0.15286,-0.56028,0
0.1759,-0.5367,0
0.1759,-0.54077,0
0.1759,-0.54849,0
0.1759,-0.55621,0
0.1759,-0.56028,0
0.19893,-0.5367,0
0.19893,-0.54077,0
0.19893,-0.54849,0
0.19893,-0.55621,0
0.19893,-0.56028,0
0.21107,-0.5367,0
0.21107,-0.54077,0
0.21107,-0.54849,0
0.21107,-0.55621,0
0.21107,-0.56028,0
0.21107,-0.5367,0
0.21107,-0.54077,0
0.21107,-0.54849,0
0.21107,-0.55621,0
0.21107,-0.56028,0
0.22322,-0.5367,0
0.22322,-0.54077,0
0.22322,-0.54849,0
0.22322,-0.55621,0
0.22322,-0.56028,0
0.24625,-0.5367,0
0.24625,-0.54077,0
0.24625,-0.54849,0
0.24625,-0.55621,0
0.24625,-0.56028,0
0.26928,-0.5367,0
0.26928,-0.54077,0
0.26928,-0.54849,0
0.26928,-0.55621,0
0.26928,-0.56028,0
0.28143,-0.5367,0
0.28143,-0.54077,0
0.28143,-0.54849,0
0.28143,-0.55621,0
0.28143,-0.56028,0
0.28143,-0.5367,0
0.28143,-0.54077,0
0.28143,-0.54849,0
0.28143,-0.55621,0
0.28143,-0.56028,0
0.29358,-0.5367,0
0.29358,-0.54077,0
0.29358,-0.54849,0
0.29358,-0.55621,0
0.29358,-0.56028,0
0.31661,-0.5367,0
0.31661,-0.54077,0
0.31661,-0.54849,0
0.31661,-0.55621,0
0.31661,-0.56028,0
0.33964,-0.5367,0
0.33964,-0.54077,0
0.33964,-0.54849,0
0.33964,-0.55621,0
0.33964,-0.56028,0
0.35179,-0.5367,0
0.35179,-0.54077,0
0.35179,-0.54849,0
0.35179,-0.55621,0
0.35179,-0.56028,0
0.35179,-0.5367,0
0.35179,-0.54077,0
0.35179,-0.54849,0
0.35179,-0.55621,0
0.35179,-0.56028,0
0.36394,-0.5367,0
0.36394,-0.54077,0
0.36394,-0.54849,0
0.36394,-0.55621,0
0.36394,-0.56028,0
0.38697,-0.5367,0
0.38697,-0.54077,0
0.38697,-0.54849,0
0.38697,-0.55621,0
0.38697,-0.56028,0
0.41,-0.5367,0
0.41,-0.54077,0
0.41,-0.54849,0
0.41,-0.55621,0
0.41,-0.56028,0
0.42215,-0.5367,0
0.42215,-0.54077,0
0.42215,-0.54849,0
0.42215,-0.55621,0
0.42215,-0.56028,0
0.42215,-0.5367,0
0.42215,-0.54077,0
0.42215,-0.54849,0
0.42215,-0.55621,0
0.42215,-0.56028,0
0.4343,-0.5367,0
0.4343,-0.54077,0
0.4343,-0.54849,0
0.4343,-0.55621,0
0.4343,-0.56028,0
0.45733,-0.5367,0
0.45733,-0.54077,0
0.45733,-0.54849,0
0.45733,-0.55621,0
0.45733,-0.56028,0
0.48036,-0.5367,0
0.48036,-0.54077,0
0.48036,-0.54849,0
0.48036,-0.55621,0
0.48036,-0.56028,0
0.49251,-0.5367,0
0.49251,-0.54077,0
0.49251,-0.54849,0
0.49251,-0.55621,0
0.49251,-0.56028,0
0.49251,-0.5367,0
0.49251,-0.54077,0
0.49251,-0.54849,0
0.49251,-0.55621,0
0.49251,-0.56028,0
0.50465,-0.5367,0
0.50465,-0.54077,0
0.50465,-0.54849,0
0.50465,-0.55621,0
0.50465,-0.56028,0
0.52768,-0.5367,0
0.52768,-0.54077,0
0.52768,-0.54849,0
0.52768,-0.55621,0
0.52768,-0.56028,0
0.55072,-0.5367,0
0.55072,-0.54077,0
0.55072,-0.54849,0
0.55072,-0.55621,0
0.55072,-0.56028,0
0.56286,-0.5367,0
0.56286,-0.54077,0
0.56286,-0.54849,0
0.56286,-0.55621,0
0.56286,-0.56028,0
0.56286,-0.5367,0
0.56286,-0.54077,0
0.56286,-0.54849,0
0.56286,-0.55621,0
0.56286,-0.56028,0
0.57501,-0.5367,0
0.57501,-0.54077,0
0.57501,-0.54849,0
0.57501,-0.55621,0
0.57501,-0.56028,0
0.59804,-0.5367,0
0.59804,-0.54077,0
0.59804,-0.54849,0
0.59804,-0.55621,0
0.59804,-0.56028,0
0.62107,-0.5367,0
0.62107,-0.54077,0
0.62107,-0.54849,0
0.62107,-0.55621,0
0.62107,-0.56028,0
0.63322,-0.5367,0
0.63322,-0.54077,0
0.63322,-0.54849,0
0.63322,-0.55621,0
0.63322,-0.56028,0
0.63322,-0.5367,0
0.63322,-0.54077,0
0.63322,-0.54849,0
0.63322,-0.55621,0
0.63322,-0.56028,0
0.64537,-0.5367,0
0.64537,-0.54077,0
0.64537,-0.54849,0
0.64537,-0.55621,0
0.64537,-0.56028,0
0.6684,-0.5367,0
0.6684,-0.54077,0
0.6684,-0.54849,0
0.6684,-0.55621,0
0.6684,-0.56028,0
0.69143,-0.5367,0
0.69143,-0.54077,0
0.69143,-0.54849,0
0.69143,-0.55621,0
0.69143,-0.56028,0
0.70358,-0.5367,0
0.70358,-0.54077,0
0.70358,-0.54849,0
0.70358,-0.55621,0
0.70358,-0.56028,0
0.70358,-0.5367,0
0.70358,-0.54077,0
0.70358,-0.54849,0
0.70358,-0.55621,0
0.70358,-0.56028,0
0.71573,-0.5367,0
0.71573,-0.54077,0
0.71573,-0.54849,0
0.71573,-0.55621,0
0.71573,-0.56028,0
0.73876,-0.5367,0
0.73876,-0.54077,0
0.73876,-0.54849,0
0.73876,-0.55621,0
0.73876,-0.56028,0
0.76179,-0.5367,0
0.76179,-0.54077,0
0.76179,-0.54849,0
0.76179,-0.55621,0
0.76179,-0.56028,0
0.77394,-0.5367,0
0.77394,-0.54077,0
0.77394,-0.54849,0
0.77394,-0.55621,0
0.77394,-0.56028,0
0.77394,-0.5367,0
0.77394,-0.54077,0
0.77394,-0.54849,0
0.77394,-0.55621,0
0.77394,-0.56028,0
0.78609,-0.5367,0
0.78609,-0.54077,0
0.78609,-0.54849,0
0.78609,-0.55621,0
0.78609,-0.56028,0
0.80912,-0.5367,0
0.80912,-0.54077,0
0.80912,-0.54849,0
0.80912,-0.55621,0
0.80912,-0.56028,0
0.83215,-0.5367,0
0.83215,-0.54077,0
0.83215,-0.54849,0
0.83215,-0.55621,0
0.83215,-0.56028,0
0.8443,-0.5367,0
0.8443,-0.54077,0
0.8443,-0.54849,0
0.8443,-0.55621,0
0.8443,-0.56028,0
0.8443,-0.5367,0
0.8443,-0.54077,0
0.8443,-0.54849,0
0.8443,-0.55621,0
0.8443,-0.56028,0
0.85644,-0.5367,0
0.85644,-0.54077,0
0.85644,-0.54849,0
0.85644,-0.55621,0
0.85644,-0.56028,0
0.87947,-0.5367,0
0.87947,-0.54077,0
0.87947,-0.54849,0
0.87947,-0.55621,0
0.87947,-0.56028,0
0.90251,-0.5367,0
0.90251,-0.54077,0
0.90251,-0.54849,0
0.90251,-0.55621,0
0.90251,-0.56028,0
0.91465,-0.5367,0
0.91465,-0.54077,0
0.91465,-0.54849,0
0.91465,-0.55621,0
0.91465,-0.56028,0
0.91465,-0.5367,0
0.91465,-0.54077,0
0.91465,-0.54849,0
0.91465,-0.55621,0
0.91465,-0.56028,0
0.9268,-0.5367,0
0.9268,-0.54077,0
0.9268,-0.54849,0
0.9268,-0.55621,0
0.9268,-0.56028,0
0.94983,-0.5367,0
0.94983,-0.54077,0
0.94983,-0.54849,0
0.94983,-0.55621,0
0.94983,-0.56028,0
0.97286,-0.5367,0
0.97286,-0.54077,0
0.97286,-0.54849,0
0.97286,-0.55621,0
0.97286,-0.56028,0
0.98501,-0.5367,0
0.98501,-0.54077,0
0.98501,-0.54849,0
0.98501,-0.55621,0
0.98501,-0.56028,0
0.98501,-0.5367,0
0.98501,-0.54077,0
0.98501,-0.54849,0
0.98501,-0.55621,0
0.98501,-0.56028,0
0.99716,-0.5367,0
0.99716,-0.54077,0
0.99716,-0.54849,0
0.99716,-0.55621,0
0.99716,-0.56028,0
1.0202,-0.5367,0
1.0202,-0.54077,0
1.0202,-0.54849,0
1.0202,-0.55621,0
1.0202,-0.56028,0
1.0432,-0.5367,0
1.0432,-0.54077,0
1.0432,-0.54849,0
1.0432,-0.55621,0
1.0432,-0.56028,0
1.0554,-0.5367,0
1.0554,-0.54077,0
1.0554,-0.54849,0
1.0554,-0.55621,0
1.0554,-0.56028,0
1.0554,-0.5367,0
1.0554,-0.54077,0
1.0554,-0.54849,0
1.0554,-0.55621,0
1.0554,-0.56028,0
1.0675,-0.5367,0
1.0675,-0.54077,0
1.0675,-0.54849,0
1.0675,-0.55621,0
1.0675,-0.56028,0
1.0905,-0.5367,0
1.0905,-0.54077,0
1.0905,-0.54849,0
1.0905,-0.55621,0
1.0905,-0.56028,0
1.1136,-0.5367,0
1.1136,-0.54077,0
1.1136,-0.54849,0
1.1136,-0.55621,0
1.1136,-0.56028,0
1.1257,-0.5367,0
1.1257,-0.54077,0
1.1257,-0.54849,0
1.1257,-0.55621,0
1.1257,-0.56028,0
1.1257,-0.5367,0
1.1257,-0.54077,0
1.1257,-0.54849,0
1.1257,-0.55621,0
1.1257,-0.56028,0
1.1379,-0.5367,0
1.1379,-0.54077,0
1.1379,-0.54849,0
1.1379,-0.55621,0
1.1379,-0.56028,0
1.1609,-0.5367,0
1.1609,-0.54077,0
1.1609,-0.54849,0
1.1609,-0.55621,0
1.1609,-0.56028,0
1.1839,-0.5367,0
1.1839,-0.54077,0
1.1839,-0.54849,0
1.1839,-0.55621,0
1.1839,-0.56028,0
1.1961,-0.5367,0
1.1961,-0.54077,0
1.1961,-0.54849,0
1.1961,-0.55621,0
1.1961,-0.56028,0
1.1961,-0.5367,0
1.1961,-0.54077,0
1.1961,-0.54849,0
1.1961,-0.55621,0
1.1961,-0.56028,0
1.2082,-0.5367,0
1.2082,-0.54077,0
1.2082,-0.54849,0
1.2082,-0.55621,0
1.2082,-0.56028,0
1.2313,-0.5367,0
1.2313,-0.54077,0
1.2313,-0.54849,0
1.2313,-0.55621,0
1.2313,-0.56028,0
1.2543,-0.5367,0
1.2543,-0.54077,0
1.2543,-0.54849,0
1.2543,-0.55621,0
1.2543,-0.56028,0
1.2664,-0.5367,0
1.2664,-0.54077,0
1.2664,-0.54849,0
1.2664,-0.55621,0
1.2664,-0.56028,0
1.2664,-0.5367,0
1.2664,-0.54077,0
1.2664,-0.54849,0
1.2664,-0.55621,0
1.2664,-0.56028,0
1.2786,-0.5367,0
1.2786,-0.54077,0
1.2786,-0.54849,0
1.2786,-0.55621,0
1.2786,-0.56028,0
1.3016,-0.5367,0
1.3016,-0.54077,0
1.3016,-0.54849,0
1.3016,-0.55621,0
1.3016,-0.56028,0
1.3247,-0.5367,0
1.3247,-0.54077,0
1.3247,-0.54849,0
1.3247,-0.55621,0
1.3247,-0.56028,0
1.3368,-0.5367,0
1.3368,-0.54077,0
1.3368,-0.54849,0
1.3368,-0.55621,0
1.3368,-0.56028,0
1.3368,-0.5367,0
1.3368,-0.54077,0
1.3368,-0.54849,0
1.3368,-0.55621,0
1.3368,-0.56028,0
1.349,-0.5367,0
1.349,-0.54077,0
1.349,-0.54849,0
1.349,-0.55621,0
1.349,-0.56028,0
1.372,-0.5367,0
1.372,-0.54077,0
1.372,-0.54849,0
1.372,-0.55621,0
1.372,-0.56028,0
1.395,-0.5367,0
1.395,-0.54077,0
1.395,-0.54849,0
1.395,-0.55621,0
1.395,-0.56028,0
1.4072,-0.5367,0
1.4072,-0.54077,0
1.4072,-0.54849,0
1.4072,-0.55621,0
1.4072,-0.56028,0
1.4072,-0.5367,0
1.4072,-0.54077,0
1.4072,-0.54849,0
1.4072,-0.55621,0
1.4072,-0.56028,0
1.4193,-0.5367,0
1.4193,-0.54077,0
1.4193,-0.54849,0
1.4193,-0.55621,0
1.4193,-0.56028,0
1.4423,-0.5367,0
1.4423,-0.54077,0
1.4423,-0.54849,0
1.4423,-0.55621,0
1.4423,-0.56028,0
1.4654,-0.5367,0
